ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,SSP1_2030_population,SSP1_2050_population,SSP2_2030_population,SSP2_2050_population,SSP3_2030_population,SSP3_2050_population
Pataypampa,PE030707,Grau,PE0307,Apurimac,862.0697021484375,813.56494140625,882.5925903320312,869.9183959960938,943.5126953,980.8480224609375
Pataz,PE130809,Pataz,PE1308,La Libertad,10831.9404296875,12037.025390625,11258.873046875,12889.24609,12673.89844,15274.4169921875
Pativilca,PE150203,Barranca,PE1502,Lima,25466.974609375,27810.67188,26803.60156,31110.81641,29682.35156,38196.42969
Paucar,PE190204,Daniel Alcides Carrion,PE1902,Pasco,2863.9287109375,3424.1064453125,3033.576416015625,3725.577392578125,3451.761962890625,4453.9375
Paucara,PE090206,Acobamba,PE0902,Huancavelica,51681.25781,55056.60938,54298.24219,62928.5,60151.26953,90626.01563
Paucarbamba,PE090507,Churcampa,PE0905,Huancavelica,8707.429688,8674.912109,8982.572266,9613.169922,9810.664063,14129.30859
Paucarcolla,PE210110,Puno,PE2101,Puno,5182.9306640625,4894.1279296875,5421.76806640625,5455.71875,5820.8193359375,6366.5439453125
Paucarpata,PE040112,Arequipa,PE0401,Arequipa,129812.4531,120791.4688,133906.125,134810.0156,147254.3125,171904.2344
Paucartambo,PE081101,Paucartambo,PE0811,Cusco,12466.71875,12023.4365234375,12836.0830078125,13560.85547,13845.3486328125,17033.146484375
Paucartambo,PE190107,Pasco,PE1901,Pasco,33561.14063,37612.51953,34991.30469,40127.29688,38171.16406,46838.08984
Paucas,PE021010,Huari,PE0210,Ancash,2139.404541015625,2314.1591796875,2257.50341796875,2407.919922,2464.34326171875,2847.19677734375
Pausa,PE050801,Paucar del Sara Sara,PE0508,Ayacucho,4231.5,4399.875,4369.101563,4584.9189453125,4909.068359,5381.9189453125
Pazos,PE090711,Tayacaja,PE0907,Huancavelica,8140.6005859375,7790.011719,8431.175781,8699.183594,9184.769531,10520.279296875
Pebas,PE160402,Mariscal Ramon Castilla,PE1604,Loreto,10190.6455078125,9949.611328,10424.61719,10369.39063,11782.6982421875,12338.4814453125
Pedro Galvez,PE061001,San Marcos,PE0610,Cajamarca,19545.50391,18147.25391,20341.701171875,19972.865234375,21871.74609,24510.814453125
Pedro Vilca Apaza,PE211003,San Antonio de Putina,PE2110,Puno,2677.322021484375,2605.4462890625,2756.98291015625,2785.14892578125,2960.3876953125,3351.309326171875
Perene,PE120302,Chanchamayo,PE1203,Junin,74102.94531,70218.8125,77259.96875,77616.63281,83562.53125,97112.45313
Phara,PE211205,Sandia,PE2112,Puno,5484.3056640625,5401.1201171875,5635.7021484375,6233.97412109375,6437.37255859375,7309.6298828125
Pias,PE130810,Pataz,PE1308,La Libertad,2991.83740234375,2998.640625,3094.444580078125,3143.869141,3377.96240234375,3998.914063
Pichacani,PE210111,Puno,PE2101,Puno,4039.637451171875,3833.436767578125,4143.5302734375,4064.02587890625,4400.8798828125,4475.64990234375
Pichanaqui,PE120303,Chanchamayo,PE1203,Junin,74944.86719,70731.75,77435.42188,77350.46875,83853.05469,94405.90625
Pichari,PE080910,La Convencion,PE0809,Cusco,16685.07813,15575.77734,17418.224609375,17532.33594,19029.99609,21214.259765625
Pichigua,PE080806,Espinar,PE0808,Cusco,3669.9287109375,3745.1162109375,3778.31982421875,3943.277344,3997.31787109375,4595.54150390625
Pichirhua,PE030107,Abancay,PE0301,Apurimac,3297.591797,3134.51806640625,3392.52099609375,3350.992431640625,3618.04443359375,3798.780029296875
Pichos,PE090722,Tayacaja,PE0907,Huancavelica,2107.865478515625,1948.139892578125,2184.103516,2090.62451171875,2317.67822265625,2390.285888671875
Picota,PE220701,Picota,PE2207,San Martin,11870.103515625,12922.775390625,12284.685546875,13906.35547,13467.0087890625,16078.73438
Picsi,PE140111,Chiclayo,PE1401,Lambayeque,9610.675781,9083.3935546875,9995.8525390625,9782.394531,10997.060546875,11886.2919921875
Pilchaca,PE090115,Huancavelica,PE0901,Huancavelica,508.1305236816406,490.85650634765625,519.172119140625,513.8423461914062,554.8975830078125,573.0266723632812
Pilcomayo,PE120125,Huancayo,PE1201,Junin,19896.814453125,19572.267578125,21061.37891,22664.58984,22957.25391,44946.25
Pilcuyo,PE210503,El Collao,PE2105,Puno,12514.0283203125,12543.16797,13029.42969,13708.92578,14130.271484375,16601.72656
Pillco Marca,PE100111,Huanuco,PE1001,Huanuco,29500.482421875,30350.728515625,31121.68359,34017.59766,34406.45313,45842.13672
Pillpinto,PE081008,Paruro,PE0810,Cusco,1121.3914794921875,1052.199462890625,1162.7666015625,1161.65380859375,1265.8017578125,1373.5648193359375
Pilluana,PE220704,Picota,PE2207,San Martin,1195.85888671875,1335.8431396484375,1218.26416015625,1435.7618408203125,1340.535400390625,1730.4083251953125
Pilpichaca,PE090607,Huaytara,PE0906,Huancavelica,2053.548095703125,1988.903076171875,2086.53466796875,2061.539063,2199.972656,2214.6962890625
Pimentel,PE140112,Chiclayo,PE1401,Lambayeque,46814.58984,43293.03906,49256.90234,49064.45313,53797.03906,61053.30469
Pimpingos,PE060606,Cutervo,PE0606,Cajamarca,4691.4462890625,4487.345703,4882.007813,4938.35107421875,5229.4892578125,5689.673828
Pinra,PE100404,Huacaybamba,PE1004,Huanuco,8979.0166015625,9088.4892578125,9168.757813,9887.2783203125,9739.6669921875,10834.64063
Pinto Recodo,PE220506,Lamas,PE2205,San Martin,9586.144531,10533.0341796875,10014.650390625,11022.4912109375,10967.16797,12787.8408203125
Pion,PE060414,Chota,PE0604,Cajamarca,2196.350341796875,2173.1865234375,2265.5595703125,2303.91748046875,2450.33056640625,2720.69677734375
Pira,PE020111,Huaraz,PE0201,Ancash,3160.046142578125,2954.480712890625,3261.8330078125,3189.70068359375,3503.14111328125,3575.988525390625
Pisac,PE080405,Calca,PE0804,Cusco,10500.7802734375,11087.58203,11010.029296875,12428.2861328125,12143.28906,18081.02344
Pisacoma,PE210405,Chucuito,PE2104,Puno,13121.6240234375,12676.498046875,13456.31641,14028.099609375,14595.236328125,16675.17188
Pisco,PE110501,Pisco,PE1105,Ica,46519.35156,42897.29297,48797.70313,48982.48438,53857.76172,61473.39844
Piscobamba,PE021301,Mariscal Luzuriaga,PE0213,Ancash,4490.822266,4505.179688,4778.173828,5275.917969,5714.32373046875,7481.4443359375
Piscoyacu,PE220404,Huallaga,PE2204,San Martin,5019.10302734375,5535.29931640625,5226.630859,5866.43994140625,5584.474609,6308.013672
Pisuquia,PE010514,Luya,PE0105,Amazonas,6354.259766,6478.796875,6530.8271484375,7025.4501953125,7089.423828,7944.962891
Pitipo,PE140205,Ferre?afe,PE1402,Lambayeque,19977.41406,16017.3798828125,20858.185546875,18831.48438,22994.62109,23472.380859375
Pitumarca,PE080605,Canchis,PE0806,Cusco,6115.087891,5791.767578,6273.03125,6200.4814453125,6655.96875,7025.476563
Piura,PE200101,Piura,PE2001,Piura,145874.6406,142796.7813,152949.8906,159492.0781,164916.6875,188302.0469
Plateria,PE210112,Puno,PE2101,Puno,6957.007813,6343.7685546875,7269.304688,7136.5029296875,7866.654297,9057.9755859375
Pocohuanca,PE030410,Aymaraes,PE0304,Apurimac,1039.039306640625,1013.9839477539062,1077.729736328125,1066.46533203125,1126.6102294921875,1155.49365234375
Pocollay,PE230108,Tacna,PE2301,Tacna,25441.568359375,24452.80859,26274.58594,26161.888671875,29030.29688,32596.44141
Pocsi,PE040113,Arequipa,PE0401,Arequipa,516.891357421875,501.8966064453125,530.8086547851562,523.5374755859375,585.7252197265625,613.6199951171875
Polobaya,PE040114,Arequipa,PE0401,Arequipa,1012.756591796875,940.1007080078125,1038.3441162109375,993.3110961914062,1119.1368408203125,1143.2213134765625
Polvora,PE221003,Tocache,PE2210,San Martin,15292.099609375,16300.173828125,15794.4677734375,17232.66797,17142.03906,20369.35156
Pomabamba,PE021601,Pomabamba,PE0216,Ancash,16028.888671875,15889.994140625,16701.228515625,16946.220703125,18190.177734375,23821.673828125
Pomacancha,PE120426,Jauja,PE1204,Junin,1657.5567626953125,1572.779052734375,1702.5264892578125,1662.275634765625,1794.54248046875,1815.371094
Pomacanchi,PE080205,Acomayo,PE0802,Cusco,8590.910156,8227.367188,8927.0751953125,9019.123047,9616.357422,11957.09375
Pomacocha,PE030211,Andahuaylas,PE0302,Apurimac,868.2022705078125,793.1834716796875,892.43896484375,867.2742919921875,963.13037109375,1031.82568359375
Pomacocha,PE090207,Acobamba,PE0902,Huancavelica,4287.570313,4222.38525390625,4462.1943359375,4944.5205078125,5045.457031,7291.69384765625
Pomahuaca,PE060807,Jaen,PE0608,Cajamarca,8191.414063,7404.46044921875,8388.2099609375,8078.6943359375,9096.0224609375,9133.498047
Pomalca,PE140118,Chiclayo,PE1401,Lambayeque,24761.724609375,22369.64063,26040.060546875,25067.220703125,28547.33203,31162.45703
Pomata,PE210406,Chucuito,PE2104,Puno,16911.98438,16794.427734375,17751.21094,18433.982421875,19370.970703125,23743.31641
Ponto,PE021011,Huari,PE0210,Ancash,4486.44189453125,4596.0478515625,4651.960938,4770.00830078125,4952.04052734375,5440.449219
Poroto,PE130108,Trujillo,PE1301,La Libertad,3775.059326171875,3413.91552734375,3924.22509765625,3850.73291015625,4282.2392578125,4523.79541015625
Poroy,PE080103,Cusco,PE0801,Cusco,7515.0751953125,7544.58349609375,7861.876953,8524.6708984375,8877.4267578125,19969.08203
Posic,PE220806,Rioja,PE2208,San Martin,2109.61767578125,2185.075927734375,2174.2568359375,2258.96728515625,2364.386719,2611.189453
Potoni,PE210209,Azangaro,PE2102,Puno,5787.43115234375,5582.00732421875,5983.0107421875,5962.5107421875,6437.37255859375,7215.2275390625
Pozuzo,PE190305,Oxapampa,PE1903,Pasco,6680.164063,6641.849609,6882.6103515625,7050.12841796875,7594.810547,7924.1943359375
Progreso,PE030708,Grau,PE0307,Apurimac,2545.032958984375,2393.9873046875,2611.972900390625,2540.126220703125,2760.475341796875,2784.890625
Providencia,PE010515,Luya,PE0105,Amazonas,1557.6826171875,1565.9853515625,1604.062744140625,1636.7156982421875,1686.1785888671875,1790.826416015625
Pucacaca,PE220705,Picota,PE2207,San Martin,3923.11767578125,5261.845703,4071.920654296875,5497.1435546875,4457.8642578125,6634.648438
Pucacolpa,PE050411,Huanta,PE0504,Ayacucho,6340.24267578125,5432.54150390625,6485.175781,6152.8876953125,6893.24755859375,6871.60009765625
Pucala,PE140119,Chiclayo,PE1401,Lambayeque,8802.9228515625,7491.082031,9150.855469,8659.521484,10036.7333984375,10370.1787109375
Pucara,PE060808,Jaen,PE0608,Cajamarca,6506.69873046875,5729.773438,6731.33544921875,6615.6103515625,7251.03564453125,7402.1455078125
Pucara,PE120126,Huancayo,PE1201,Junin,5210.089844,5225.3291015625,5447.726563,5847.0498046875,6005.785156,7577.7353515625
Pucara,PE210708,Lampa,PE2107,Puno,4921.85693359375,4773.537109,5085.201172,5161.33935546875,5462.09814453125,5965.33056640625
Pucayacu,PE100607,Leoncio Prado,PE1006,Huanuco,5132.1181640625,5365.45263671875,5248.11376953125,5597.62060546875,5785.3212890625,6241.93115234375
Pucusana,PE150124,Lima,PE1501,Lima,14149.6826171875,13186.88672,14808.9365234375,14914.64844,16276.0625,17850.67969
Pucyura,PE080308,Anta,PE0803,Cusco,4373.4267578125,4863.55615234375,4719.09521484375,5700.74169921875,5238.8310546875,7908.146484
Pueblo Libre,PE021207,Huaylas,PE0212,Ancash,6110.707031,5565.87158203125,6378.65625,6006.57861328125,6985.730469,7436.1298828125
Pueblo Libre,PE150121,Lima,PE1501,Lima,75056.13281,72748.67188,77099.74219,76710.57813,82670.39063,85350.77344
Pueblo Nuevo,PE100609,Leoncio Prado,PE1006,Huanuco,8635.5908203125,10206.9287109375,8996.894531,10855.9111328125,10042.337890625,11648.3955078125
Pueblo Nuevo,PE110107,Ica,PE1101,Ica,5786.55517578125,5521.71142578125,6055.51611328125,5930.7802734375,6629.8115234375,7199.1787109375
Pueblo Nuevo,PE110207,Chincha,PE1102,Ica,61542.48828,54700.78125,64019.28906,62894.12891,69457.48438,72015.39063
Pueblo Nuevo,PE130403,Chepen,PE1304,La Libertad,12559.5849609375,10640.037109375,13101.03906,12274.0458984375,14196.595703125,14526.74609
Pueblo Nuevo,PE140206,Ferre?afe,PE1402,Lambayeque,9576.507813,8567.060547,9883.0673828125,9804.4287109375,10632.73438,11580.42578
Puente Piedra,PE150125,Lima,PE1501,Lima,340497.375,304162.9063,357599.5,346821.5313,387230.6875,407428.5938
Puerto Bermudez,PE190306,Oxapampa,PE1903,Pasco,12475.48047,12428.5205078125,12802.068359375,13175.693359375,13797.7060546875,14446.50391
Puerto Inca,PE100901,Puerto Inca,PE1009,Huanuco,5070.7919921875,4661.4384765625,5197.091797,5126.96533203125,5478.9130859375,5532.0205078125
Puinahua,PE160506,Requena,PE1605,Loreto,1820.5089111328125,1742.625732421875,1857.382813,1826.21142578125,1984.1793212890625,2006.0657958984375
Pulan,PE061307,Santa Cruz,PE0613,Cajamarca,3064.552734,2555.34130859375,3162.47412109375,2893.55810546875,3508.746337890625,3468.368896484375
Pullo,PE050705,Parinacochas,PE0507,Ayacucho,5537.74658203125,6098.34033203125,5718.949219,6345.027344,6188.882813,7978.00439453125
Punchana,PE160108,Maynas,PE1601,Loreto,169940.7344,170279.6406,175066.625,177770.0469,182197.9063,194830.0156
Punchao,PE100508,Huamalies,PE1005,Huanuco,3204.726563,4299.66552734375,3540.216797,4734.75341796875,3892.690673828125,5853.93505859375
Puno,PE210101,Puno,PE2101,Puno,165738.1406,169284.3438,176048.5781,194517.0938,197430.5156,312275.9688
Pu?os,PE100509,Huamalies,PE1005,Huanuco,6556.6357421875,6558.6240234375,6829.79833984375,6968.160156,7465.894531,9181.6435546875
Punta de Bombon,PE040706,Islay,PE0407,Arequipa,5387.935547,4923.85205078125,5591.841797,5379.9208984375,6046.8896484375,6250.427734
Punta Hermosa,PE150126,Lima,PE1501,Lima,7228.59423828125,6583.25244140625,7540.527344,7378.8818359375,8319.726563,9334.576172
Punta Negra,PE150127,Lima,PE1501,Lima,7443.23583984375,6943.3271484375,7784.00146484375,7652.1083984375,8689.658203,9939.7001953125
Puquina,PE180208,General Sanchez Cerro,PE1802,Moquegua,1980.8330078125,1855.5736083984375,2033.722412109375,1974.28271484375,2184.091797,2241.129150390625
Puquio,PE050601,Lucanas,PE0506,Ayacucho,18105.21484,18853.81641,18983.79688,20974.990234375,20728.32031,29748.30078
Purus,PE250401,Purus,PE2504,Ucayali,1837.6151123046875,1786.6505126953125,1859.8604736328125,1857.958740234375,1942.235595703125,2016.5689697265625
Pusi,PE210605,Huancane,PE2106,Puno,8247.4833984375,7942.0244140625,8556.4931640625,8617.214844,9191.308594,10137.0029296875
Putina,PE211001,San Antonio de Putina,PE2110,Puno,26323.787109375,25012.45313,27238.63281,27425.78516,29757.083984375,38002.90625
Putinza,PE151023,Yauyos,PE1510,Lima,487.98052978515625,451.7918395996094,500.3744812011719,490.92657470703125,512.85986328125,512.6087646484375
Putumayo,PE160801,Putumayo,PE1608,Loreto,500.93890380859375,467.0063171386719,511.78564453125,509.22821044921875,533.8654174804688,540.2581787109375
Puyca,PE040806,La Union,PE0408,Arequipa,1456.932861328125,1419.0679931640625,1505.5989990234375,1496.576904296875,1594.6298828125,1635.061279296875
Puyusca,PE050706,Parinacochas,PE0507,Ayacucho,2680.826416015625,3362.96142578125,2752.50732421875,3525.5048828125,2984.67626953125,4509.63525390625
Quechualla,PE040807,La Union,PE0408,Arequipa,119.14784240722656,122.28952026367188,121.73690032958984,140.13880920410156,127.98143768310547,152.9329833984375
Quehue,PE080507,Canas,PE0805,Cusco,3058.420166015625,2849.175781,3140.09619140625,3062.782470703125,3445.222412109375,3623.190185546875
Quellouno,PE080906,La Convencion,PE0809,Cusco,13959.572265625,12692.63281,14446.412109375,14284.46484,15746.38672,16214.6728515625
Queque?a,PE040115,Arequipa,PE0401,Arequipa,1275.582763671875,1212.704345703125,1321.203369140625,1305.318115234375,1451.70166015625,1678.48681640625
Querco,PE090608,Huaytara,PE0906,Huancavelica,473.0870361328125,453.49029541015625,483.36712646484375,475.943115234375,504.45233154296875,509.7766418457031
Querecotillo,PE200607,Sullana,PE2006,Piura,30111.990234375,32872.94922,31479.732421875,35730.99219,34388.70313,41009.64063
Querobamba,PE050901,Sucre,PE0509,Ayacucho,2531.891845703125,2343.033203,2591.384766,2533.956787109375,2740.85791015625,2856.63720703125
Querocotillo,PE060607,Cutervo,PE0606,Cajamarca,11965.59766,9515.6533203125,12318.701171875,11723.185546875,13337.1591796875,13385.412109375
Querocoto,PE060415,Chota,PE0604,Cajamarca,5865.4033203125,4451.677734,6103.8525390625,5304.1220703125,6704.54541015625,6544.96533203125
Queropalca,PE101004,Lauricocha,PE1010,Huanuco,3627.87646484375,3740.02099609375,3731.773438,3865.71630859375,3874.007080078125,4176.39208984375
Quiaca,PE211206,Sandia,PE2112,Puno,1841.5350341796875,1706.957763671875,1882.446533203125,1856.178466796875,1992.5867919921875,2026.833984
Quicacha,PE040312,Caraveli,PE0403,Arequipa,1304.49365234375,1354.5262451171875,1348.05712890625,1411.0833740234375,1429.281494140625,1771.94580078125
Quiches,PE021907,Sihuas,PE0219,Ancash,2589.71337890625,2541.753662109375,2667.47021484375,2654.705322265625,2859.497314453125,3417.391357421875
Quichuas,PE090719,Tayacaja,PE0907,Huancavelica,6745.871094,6703.84375,7116.238281,7479.35888671875,7694.7666015625,10718.5244140625
Quichuay,PE120127,Huancayo,PE1201,Junin,2415.3720703125,2380.3994140625,2571.692138671875,2857.421630859375,2801.578857421875,4015.906982421875
Quilahuani,PE230206,Candarave,PE2302,Tacna,909.3783569335938,811.0172729492188,943.4610595703125,880.4948120117188,1029.4564208984375,1078.0831298828125
Quilca,PE040207,Camana,PE0402,Arequipa,899.741455078125,833.0972900390625,935.4048461914062,891.0714111328125,992.089599609375,1011.0569458007812
Quilcapuncu,PE211004,San Antonio de Putina,PE2110,Puno,5246.00927734375,5045.2919921875,5445.041016,5386.9716796875,5860.98876953125,6294.79736328125
Quilcas,PE120128,Huancayo,PE1201,Junin,4227.996094,4601.14306640625,4487.25830078125,5193.9501953125,4937.09375,6852.7197265625
Quillo,PE022005,Yungay,PE0220,Ancash,12244.193359375,11154.6728515625,12635.57422,12125.974609375,13680.9345703125,15006.3125
Quilmana,PE150512,Ca?ete,PE1505,Lima,14020.021484375,12863.32813,14414.1875,14064.12109,15595.0498046875,16790.533203125
Quinches,PE151024,Yauyos,PE1510,Lima,833.1588134765625,801.6757202148438,853.053466796875,839.9515991210938,895.8699951171875,902.493408203125
Quinistaquillas,PE180209,General Sanchez Cerro,PE1802,Moquegua,1388.5980224609375,1312.913818359375,1429.513427734375,1425.185547,1509.620361328125,1595.412109
Quinjalca,PE010117,Chachapoyas,PE0101,Amazonas,997.8632202148438,980.86376953125,1033.8685302734375,1051.4818115234375,1225.6324462890625,1230.072021484375
Quinocay,PE151025,Yauyos,PE1510,Lima,407.3805236816406,383.85321044921875,417.1279602050781,410.7213134765625,436.25787353515625,442.75042724609375
Qui?ota,PE080707,Chumbivilcas,PE0807,Cusco,4320.861328,3959.97216796875,4427.28466796875,4403.355469,4718.49755859375,5283.740234
Quinua,PE050108,Huamanga,PE0501,Ayacucho,6564.5205078125,6534.845703,6845.91064453125,7268.7099609375,7502.3271484375,9589.464844
Quinuabamba,PE021604,Pomabamba,PE0216,Ancash,1916.00244140625,1800.37353515625,1977.3297119140625,1942.55322265625,2115.8974609375,2139.173583984375
Quiquijana,PE081212,Quispicanchi,PE0812,Cusco,10626.060546875,10411.59375,11023.455078125,11769.017578125,12073.22656,15465.1123046875
Quiruvilca,PE131006,Santiago de Chuco,PE1310,La Libertad,14399.36719,13913.8291015625,15011.2353515625,15599.4775390625,16361.07031,20324.98438
Quishuar,PE090713,Tayacaja,PE0907,Huancavelica,671.9588012695312,559.6444091796875,699.9871826171875,675.1341552734375,743.60009765625,746.7283935546875
